"","STOCKJOIN","SERIESNAME","SERIESYEAR","SERIESAMT","AMT_MULTIPLIER","AMT_VARIANCE"
"1520","SABLEFISHAK2015","longline_fishery_relative_wt",2010,1050270,1,NA
"1521","SABLEFISHAK2015","longline_fishery_relative_wt",2011,1047950,1,NA
"1522","SABLEFISHAK2015","longline_fishery_relative_wt",2012,1022120,1,NA
"1523","SABLEFISHAK2015","longline_fishery_relative_wt",2013,892673,1,NA
"1524","SABLEFISHAK2015","longline_fishery_relative_wt",2014,948680,1,NA
"1525","TANNEREBS2015","POTCRABBYCATCH",1977,0,1,NA
"1526","TANNEREBS2015","POTCRABBYCATCH",1978,0,1,NA
"1527","TANNEREBS2015","POTCRABBYCATCH",1979,0,1,NA
"1528","TANNEREBS2015","POTCRABBYCATCH",1980,0,1,NA
"1529","TANNEREBS2015","POTCRABBYCATCH",1981,0,1,NA
"1530","TANNEREBS2015","POTCRABBYCATCH",1982,0,1,NA
"1531","POLLOCKEBS2015","Acoustic_trawl_relative_number",2000,7372,1,NA
"1532","POLLOCKEBS2015","Acoustic_trawl_relative_number",2002,11560,1,NA
"1533","POLLOCKEBS2015","Acoustic_trawl_relative_number",2004,6819,1,NA
"1534","POLLOCKEBS2015","Acoustic_trawl_relative_number",2006,2940,1,NA
"1535","POLLOCKEBS2015","Acoustic_trawl_relative_number",2007,3618,1,NA
"1536","POLLOCKEBS2015","Acoustic_trawl_relative_number",2008,4668,1,NA
"1537","POLLOCKEBS2015","Acoustic_trawl_relative_number",2009,2870,1,NA
"1538","POLLOCKEBS2015","Acoustic_trawl_relative_number",2010,10023,1,NA
"1539","POLLOCKEBS2015","Acoustic_trawl_relative_number",2012,6600,1,NA
"1540","POLLOCKEBS2015","Acoustic_trawl_relative_number",2014,13073,1,NA
"1541","OROCKGOA2015","TOTALCATCH",1991,278,1,NA
"1542","OROCKGOA2015","TOTALCATCH",1992,1674,1,NA
"1543","OROCKGOA2015","TOTALCATCH",1993,5423,1,NA
"1544","OROCKGOA2015","TOTALCATCH",1994,1613,1,NA
"1545","OROCKGOA2015","TOTALCATCH",1995,1397,1,NA
"1546","OROCKGOA2015","TOTALCATCH",1996,881,1,NA
"1547","OROCKGOA2015","TOTALCATCH",1997,1217,1,NA
"1548","OROCKGOA2015","TOTALCATCH",1998,861,1,NA
"1549","OROCKGOA2015","TOTALCATCH",1999,788,1,NA
"1550","OROCKGOA2015","TOTALCATCH",2000,577,1,NA
"1551","OROCKGOA2015","TOTALCATCH",2001,559,1,NA
"1552","OROCKGOA2015","TOTALCATCH",2002,774,1,NA
"1553","OROCKGOA2015","TOTALCATCH",2003,1069,1,NA
"1554","OROCKGOA2015","TOTALCATCH",2004,967,1,NA
"1555","OTHSKATEBSAI2015","random_effects_model",2009,97240,1,NA
"1556","OTHSKATEBSAI2015","random_effects_model",2010,99714,1,NA
"1557","OTHSKATEBSAI2015","random_effects_model",2011,97024,1,NA
"1558","OTHSKATEBSAI2015","random_effects_model",2012,95178,1,NA
"1559","OTHSKATEBSAI2015","random_effects_model",2013,98702,1,NA
"1560","OTHSKATEBSAI2015","random_effects_model",2014,101729,1,NA
"1561","OTHSKATEBSAI2015","random_effects_model",2015,103682,1,NA
"1562","OTHSKATEBSAI2015","EBS_trawl_biomass_mtons",1999,15896,1,NA
"1563","OTHSKATEBSAI2015","EBS_trawl_biomass_mtons",2000,24677,1,NA
"1564","OTHSKATEBSAI2015","EBS_trawl_biomass_mtons",2001,17405,1,NA
"1565","OTHSKATEBSAI2015","EBS_trawl_biomass_mtons",2002,18647,1,NA
"1566","OTHSKATEBSAI2015","EBS_trawl_biomass_mtons",2003,32381,1,NA
"1567","OTHSKATEBSAI2015","EBS_trawl_biomass_mtons",2004,14655,1,NA
"1568","OTHSKATEBSAI2015","EBS_trawl_biomass_mtons",2005,20719,1,NA
"1569","OTHSKATEBSAI2015","EBS_trawl_biomass_mtons",2006,18515,1,NA
"1570","OTHSKATEBSAI2015","EBS_trawl_biomass_mtons",2007,17236,1,NA
"1571","OTHSKATEBSAI2015","EBS_trawl_biomass_mtons",2008,19617,1,NA
"1572","OTHSKATEBSAI2015","EBS_trawl_biomass_mtons",2009,20162,1,NA
"1573","OTHSKATEBSAI2015","EBS_trawl_biomass_mtons",2010,18902,1,NA
"1574","OTHSKATEBSAI2015","EBS_trawl_biomass_mtons",2011,17771,1,NA
"1575","OTHSKATEBSAI2015","EBS_trawl_biomass_mtons",2012,16664,1,NA
"1576","OTHSKATEBSAI2015","EBS_trawl_biomass_mtons",2013,26961,1,NA
"1577","OTHSKATEBSAI2015","EBS_trawl_biomass_mtons",2014,24465,1,NA
"1578","OTHSKATEBSAI2015","EBS_trawl_biomass_mtons",2015,39264,1,NA
"1579","OTHSKATEBSAI2015","BS_slope_trawl_biomass_mtons",2002,33344,1,NA
"1580","OTHSKATEBSAI2015","BS_slope_trawl_biomass_mtons",2004,28909,1,NA
"1581","OTHSKATEBSAI2015","BS_slope_trawl_biomass_mtons",2008,33033,1,NA
"1582","OTHSKATEBSAI2015","BS_slope_trawl_biomass_mtons",2010,33882,1,NA
"1583","OTHSKATEBSAI2015","BS_slope_trawl_biomass_mtons",2012,40901,1,NA
"1584","OTHSKATEBSAI2015","AI_trawl_biomass_mtons",2000,19551,1,NA
"1585","OTHSKATEBSAI2015","AI_trawl_biomass_mtons",2002,23732,1,NA
"1586","OTHSKATEBSAI2015","AI_trawl_biomass_mtons",2004,40319,1,NA
"1587","OTHSKATEBSAI2015","AI_trawl_biomass_mtons",2006,40643,1,NA
"1588","OTHSKATEBSAI2015","AI_trawl_biomass_mtons",2010,48260,1,NA
"1589","OTHSKATEBSAI2015","AI_trawl_biomass_mtons",2012,33902,1,NA
"1590","OTHSKATEBSAI2015","AI_trawl_biomass_mtons",2014,39468,1,NA
"1591","OROCKGOA2015","TOTALCATCH",2005,700,1,NA
"1592","OROCKGOA2015","TOTALCATCH",2006,1100,1,NA
"1593","OROCKGOA2015","TOTALCATCH",2007,697,1,NA
"1594","OROCKGOA2015","TOTALCATCH",2008,770,1,NA
"1595","OROCKGOA2015","TOTALCATCH",2009,904,1,NA
"1596","OROCKGOA2015","TOTALCATCH",2010,976,1,NA
"1597","OROCKGOA2015","TOTALCATCH",2011,897,1,NA
"1598","OROCKGOA2015","TOTALCATCH",2012,1038,1,NA
"1599","OROCKGOA2015","TOTALCATCH",2013,817,1,NA
"1600","OROCKGOA2015","TOTALCATCH",2014,987,1,NA
"1601","OROCKGOA2015","random_effects_model",1984,23554,1,NA
"1602","OROCKGOA2015","random_effects_model",1985,42406,1,NA
"1603","OROCKGOA2015","random_effects_model",1986,82291,1,NA
"1604","POLLOCKEBS2015","Acoustic_trawl_relative_number",1997,6319,1,NA
"1605","POLLOCKEBS2015","Acoustic_trawl_relative_number",1999,9489,1,NA
"1606","OROCKGOA2015","random_effects_model",1987,166356,1,NA
"1607","OROCKGOA2015","random_effects_model",1988,138512,1,NA
"1608","OROCKGOA2015","random_effects_model",1989,117934,1,NA
"1609","OROCKGOA2015","random_effects_model",1990,102407,1,NA
"1610","TANNEREBS2015","POTCRABBYCATCH",1984,0,1,NA
"1611","TANNEREBS2015","POTCRABBYCATCH",1985,0,1,NA
"1612","TANNEREBS2015","POTCRABBYCATCH",1986,0,1,NA
"1613","TANNEREBS2015","POTCRABBYCATCH",1987,0,1,NA
"1614","TANNEREBS2015","POTCRABBYCATCH",1988,0,1,NA
"1615","TANNEREBS2015","POTCRABBYCATCH",1989,0,1,NA
"1616","TANNEREBS2015","POTCRABBYCATCH",1990,0,1,NA
"1617","TANNEREBS2015","POTCRABBYCATCH",1991,0,1,NA
"1618","TANNEREBS2015","POTCRABBYCATCH",1992,31,1,NA
"1619","TANNEREBS2015","POTCRABBYCATCH",1993,21,1,NA
"1620","TANNEREBS2015","POTCRABBYCATCH",1994,10,1,NA
"1621","TANNEREBS2015","POTCRABBYCATCH",1995,8,1,NA
"1622","TANNEREBS2015","POTCRABBYCATCH",1996,1,1,NA
"1623","TANNEREBS2015","POTCRABBYCATCH",1997,2,1,NA
"1624","TANNEREBS2015","POTCRABBYCATCH",1998,2,1,NA
"1625","TANNEREBS2015","POTCRABBYCATCH",1999,1,1,NA
"1626","TANNEREBS2015","POTCRABBYCATCH",2000,0,1,NA
"1627","TANNEREBS2015","POTCRABBYCATCH",2001,0,1,NA
"1628","TANNEREBS2015","POTCRABBYCATCH",2002,1,1,NA
"1629","TANNEREBS2015","POTCRABBYCATCH",2003,0,1,NA
"1630","TANNEREBS2015","POTCRABBYCATCH",2004,0,1,NA
"1631","TANNEREBS2015","POTCRABBYCATCH",2005,1,1,NA
"1632","TANNEREBS2015","POTCRABBYCATCH",2006,2,1,NA
"1633","TANNEREBS2015","POTCRABBYCATCH",2007,3,1,NA
"1634","TANNEREBS2015","POTCRABBYCATCH",2008,2,1,NA
"1635","TANNEREBS2015","POTCRABBYCATCH",2009,2,1,NA
"1636","TANNEREBS2015","POTCRABBYCATCH",2010,1,1,NA
"1637","TANNEREBS2015","POTCRABBYCATCH",2011,2,1,NA
"1638","TANNEREBS2015","POTCRABBYCATCH",2012,1,1,NA
"1639","TANNEREBS2015","POTCRABBYCATCH",2013,2,1,NA
"1640","TANNEREBS2015","POTCRABBYCATCH",2014,7,1,NA
"1641","TANNEREBS2015","POTCRABBYCATCH",2015,NA,1,NA
"1642","TANNEREBS2015","TWLCRABBYCATCH",1965,0,1,NA
"1643","TANNEREBS2015","TWLCRABBYCATCH",1966,0,1,NA
"1644","SQUIDBSAI2015","TOTALCATCH",1978,8971,1,NA
"1645","SQUIDBSAI2015","TOTALCATCH",1979,6538,1,NA
"1646","SQUIDBSAI2015","TOTALCATCH",1980,6372,1,NA
"1647","SQUIDBSAI2015","TOTALCATCH",1981,5945,1,NA
"1648","SQUIDBSAI2015","TOTALCATCH",1982,5039,1,NA
"1649","SQUIDBSAI2015","TOTALCATCH",1983,3980,1,NA
"1650","SQUIDBSAI2015","TOTALCATCH",1984,3167,1,NA
"1651","SQUIDBSAI2015","TOTALCATCH",1985,1620,1,NA
"1652","SQUIDBSAI2015","TOTALCATCH",1986,868,1,NA
"1653","SQUIDBSAI2015","TOTALCATCH",1987,131,1,NA
"1654","SQUIDBSAI2015","TOTALCATCH",1988,417,1,NA
"1655","SQUIDBSAI2015","TOTALCATCH",1989,306,1,NA
"1656","SQUIDBSAI2015","TOTALCATCH",1990,626,1,NA
"1657","SQUIDBSAI2015","TOTALCATCH",1991,632,1,NA
"1658","SQUIDBSAI2015","TOTALCATCH",1992,880,1,NA
"1659","SQUIDBSAI2015","TOTALCATCH",1993,683,1,NA
"1660","SQUIDBSAI2015","TOTALCATCH",1994,604,1,NA
"1661","SQUIDBSAI2015","TOTALCATCH",1995,459,1,NA
"1662","SQUIDBSAI2015","TOTALCATCH",1996,1167,1,NA
"1663","SQUIDBSAI2015","TOTALCATCH",1997,1474,1,NA
"1664","SQUIDBSAI2015","TOTALCATCH",1998,915,1,NA
"1665","SQUIDBSAI2015","TOTALCATCH",1999,441,1,NA
"1666","SQUIDBSAI2015","TOTALCATCH",2000,384,1,NA
"1667","SQUIDBSAI2015","TOTALCATCH",2001,1766,1,NA
"1668","SQUIDBSAI2015","TOTALCATCH",2002,1344,1,NA
"1669","SQUIDBSAI2015","TOTALCATCH",2003,1282,1,NA
"1670","SQUIDBSAI2015","TOTALCATCH",2004,1014,1,NA
"1671","SQUIDBSAI2015","TOTALCATCH",2005,1186,1,NA
"1672","SQUIDBSAI2015","TOTALCATCH",2006,1418,1,NA
"1673","SQUIDBSAI2015","TOTALCATCH",2007,1188,1,NA
"1674","SQUIDBSAI2015","TOTALCATCH",2008,1542,1,NA
"1675","SQUIDBSAI2015","TOTALCATCH",2009,360,1,NA
"1676","SQUIDBSAI2015","TOTALCATCH",2010,410,1,NA
"1677","SQUIDBSAI2015","TOTALCATCH",2011,336,1,NA
"1678","SQUIDBSAI2015","TOTALCATCH",2012,688,1,NA
"1679","SQUIDBSAI2015","TOTALCATCH",2013,300,1,NA
"1680","SQUIDBSAI2015","TOTALCATCH",2014,1678,1,NA
"1681","SQUIDGOA2015","TOTALCATCH",1990,60,1,NA
"1682","SQUIDGOA2015","TOTALCATCH",1991,117,1,NA
"1683","SQUIDGOA2015","TOTALCATCH",1992,88,1,NA
"1684","SQUIDGOA2015","TOTALCATCH",1993,104,1,NA
"1685","SQUIDGOA2015","TOTALCATCH",1994,39,1,NA
"1686","SQUIDGOA2015","TOTALCATCH",1995,25,1,NA
"1687","SQUIDGOA2015","TOTALCATCH",1996,42,1,NA
"1688","SQUIDGOA2015","TOTALCATCH",1997,97,1,NA
"1689","SQUIDGOA2015","TOTALCATCH",1998,59,1,NA
"1690","SQUIDGOA2015","TOTALCATCH",1999,41,1,NA
"1691","SQUIDGOA2015","TOTALCATCH",2000,19,1,NA
"1692","SQUIDGOA2015","TOTALCATCH",2001,91,1,NA
"1693","SQUIDGOA2015","TOTALCATCH",2002,43,1,NA
"1694","SQUIDGOA2015","TOTALCATCH",2003,97,1,NA
"1695","SQUIDGOA2015","TOTALCATCH",2004,162,1,NA
"1696","SQUIDGOA2015","TOTALCATCH",2005,636,1,NA
"1697","SQUIDGOA2015","TOTALCATCH",2006,1530,1,NA
"1698","SQUIDGOA2015","TOTALCATCH",2007,417,1,NA
"1699","SQUIDGOA2015","TOTALCATCH",2008,98,1,NA
"1700","SQUIDGOA2015","TOTALCATCH",2009,345,1,NA
"1701","SQUIDGOA2015","TOTALCATCH",2010,139,1,NA
"1702","SQUIDGOA2015","TOTALCATCH",2011,239,1,NA
"1703","SQUIDGOA2015","TOTALCATCH",2012,22,1,NA
"1704","SQUIDGOA2015","TOTALCATCH",2013,361,1,NA
"1705","SQUIDGOA2015","TOTALCATCH",2014,172,1,NA
"1706","TANNEREBS2015","POTCRABBYCATCH",1983,0,1,NA
"1707","TANNEREBS2015","TWLCRABBYCATCH",1967,0,1,NA
"1708","TANNEREBS2015","TWLCRABBYCATCH",1968,0,1,NA
"1709","TANNEREBS2015","TWLCRABBYCATCH",1969,0,1,NA
"1710","TANNEREBS2015","TWLCRABBYCATCH",1970,0,1,NA
"1711","TANNEREBS2015","TWLCRABBYCATCH",1971,0,1,NA
"1712","TANNEREBS2015","TWLCRABBYCATCH",1972,0,1,NA
"1713","TANNEREBS2015","TWLCRABBYCATCH",1973,14189,1,NA
"1714","TANNEREBS2015","TWLCRABBYCATCH",1974,19560,1,NA
"1715","TANNEREBS2015","TWLCRABBYCATCH",1975,7526,1,NA
"1716","TANNEREBS2015","TWLCRABBYCATCH",1976,3760,1,NA
"1717","TANNEREBS2015","TWLCRABBYCATCH",1977,2221,1,NA
"1718","TANNEREBS2015","TWLCRABBYCATCH",1978,1495,1,NA
"1719","TANNEREBS2015","TWLCRABBYCATCH",1979,2718,1,NA
"1720","TANNEREBS2015","TWLCRABBYCATCH",1980,1691,1,NA
"1721","TANNEREBS2015","TWLCRABBYCATCH",1981,1179,1,NA
"1722","TANNEREBS2015","TWLCRABBYCATCH",1982,359,1,NA
"1723","TANNEREBS2015","TWLCRABBYCATCH",1983,537,1,NA
"1724","TANNEREBS2015","TWLCRABBYCATCH",1984,515,1,NA
"1725","TANNEREBS2015","TWLCRABBYCATCH",1985,319,1,NA
"1726","TANNEREBS2015","TWLCRABBYCATCH",1986,519,1,NA
"1727","TANNEREBS2015","TWLCRABBYCATCH",1987,512,1,NA
"1728","TANNEREBS2015","TWLCRABBYCATCH",1988,370,1,NA
"1729","TANNEREBS2015","TWLCRABBYCATCH",1989,537,1,NA
"1730","TANNEREBS2015","TWLCRABBYCATCH",1990,755,1,NA
"1731","TANNEREBS2015","TWLCRABBYCATCH",1991,2036,1,NA
"1732","TANNEREBS2015","TWLCRABBYCATCH",1992,2206,1,NA
"1733","TANNEREBS2015","TWLCRABBYCATCH",1993,1408,1,NA
"1734","TANNEREBS2015","TWLCRABBYCATCH",1994,1677,1,NA
"1735","TANNEREBS2015","TWLCRABBYCATCH",1995,1219,1,NA
"1736","TANNEREBS2015","TWLCRABBYCATCH",1996,1277,1,NA
"1737","TANNEREBS2015","TWLCRABBYCATCH",1997,944,1,NA
"1738","TANNEREBS2015","TWLCRABBYCATCH",1998,748,1,NA
"1739","TANNEREBS2015","TWLCRABBYCATCH",1999,504,1,NA
"1740","TANNEREBS2015","TWLCRABBYCATCH",2000,592,1,NA
"1741","TANNEREBS2015","TWLCRABBYCATCH",2001,947,1,NA
"1742","TANNEREBS2015","TWLCRABBYCATCH",2002,577,1,NA
"1743","TANNEREBS2015","TWLCRABBYCATCH",2003,337,1,NA
"1744","TANNEREBS2015","TWLCRABBYCATCH",2004,541,1,NA
"1745","TANNEREBS2015","TWLCRABBYCATCH",2005,497,1,NA
"1746","TANNEREBS2015","TWLCRABBYCATCH",2006,573,1,NA
"1747","TANNEREBS2015","TWLCRABBYCATCH",2007,555,1,NA
"1748","SQUIDBSAI2015","TOTALCATCH",1977,6734,1,NA
"1749","TANNEREBS2015","TWLCRABBYCATCH",2008,425,1,NA
"1750","TANNEREBS2015","TWLCRABBYCATCH",2009,299,1,NA
"1751","TANNEREBS2015","TWLCRABBYCATCH",2010,185,1,NA
"1752","TANNEREBS2015","TWLCRABBYCATCH",2011,162,1,NA
"1753","TANNEREBS2015","TWLCRABBYCATCH",2012,123,1,NA
"1754","TANNEREBS2015","TWLCRABBYCATCH",2013,278,1,NA
"1755","PCODAI2015","AI_trawl_biomass_mtons",1994,153416,1,NA
"1756","PCODAI2015","AI_trawl_biomass_mtons",1997,72848,1,NA
"1757","PCODAI2015","AI_trawl_biomass_mtons",2000,127834,1,NA
"1758","PCODAI2015","AI_trawl_biomass_mtons",2002,73551,1,NA
"1759","PCODAI2015","AI_trawl_biomass_mtons",2004,82219,1,NA
"1760","PCODAI2015","AI_trawl_biomass_mtons",2006,84905,1,NA
"1761","PCODAI2015","AI_trawl_biomass_mtons",2010,55826,1,NA
"1762","PCODAI2015","AI_trawl_biomass_mtons",2012,58911,1,NA
"1763","PCODAI2015","AI_trawl_biomass_mtons",2014,73608,1,NA
"1764","POLLOCKSEO2015","TOTALCATCH",2004,0,1,NA
"1765","POLLOCKSEO2015","TOTALCATCH",2005,0,1,NA
"1766","POLLOCKSEO2015","TOTALCATCH",2006,0,1,NA
"1767","POLLOCKSEO2015","TOTALCATCH",2007,0,1,NA
"1768","POLLOCKSEO2015","TOTALCATCH",2008,3,1,NA
"1769","POLLOCKSEO2015","TOTALCATCH",2009,0,1,NA
"1770","POLLOCKSEO2015","TOTALCATCH",2010,4,1,NA
"1771","POLLOCKSEO2015","TOTALCATCH",2011,0,1,NA
"1772","POLLOCKSEO2015","TOTALCATCH",2012,1,1,NA
"1773","POLLOCKSEO2015","TOTALCATCH",2013,2,1,NA
"1774","POLLOCKSEO2015","TOTALCATCH",2014,3,1,NA
"1775","POLLOCKSEO2015","random_effects_model",1988,22539,1,NA
"1776","POLLOCKSEO2015","random_effects_model",1989,22539,1,NA
"1777","POLLOCKSEO2015","random_effects_model",1990,22539,1,NA
"1778","POLLOCKSEO2015","random_effects_model",1991,21519,1,NA
"1779","POLLOCKSEO2015","random_effects_model",1992,20545,1,NA
"1780","POLLOCKSEO2015","random_effects_model",1993,19615,1,NA
"1781","POLLOCKSEO2015","random_effects_model",1994,22113,1,NA
"1782","POLLOCKSEO2015","random_effects_model",1995,24929,1,NA
"1783","POLLOCKSEO2015","random_effects_model",1996,28104,1,NA
"1784","POLLOCKSEO2015","random_effects_model",1997,28449,1,NA
"1785","POLLOCKSEO2015","random_effects_model",1998,28799,1,NA
"1786","POLLOCKSEO2015","random_effects_model",1999,29153,1,NA
"1787","POLLOCKSEO2015","random_effects_model",2000,29148,1,NA
"1788","POLLOCKSEO2015","random_effects_model",2001,29144,1,NA
"1789","POLLOCKSEO2015","random_effects_model",2002,29139,1,NA
"1790","POLLOCKSEO2015","random_effects_model",2003,29135,1,NA
"1791","POLLOCKSEO2015","random_effects_model",2004,29221,1,NA
"1792","POLLOCKSEO2015","random_effects_model",2005,29307,1,NA
"1793","POLLOCKSEO2015","random_effects_model",2006,31688,1,NA
"1794","POLLOCKSEO2015","random_effects_model",2007,34263,1,NA
"1795","POLLOCKSEO2015","random_effects_model",2008,36802,1,NA
"1796","POLLOCKSEO2015","random_effects_model",2009,39529,1,NA
"1797","POLLOCKSEO2015","random_effects_model",2010,42027,1,NA
"1798","POLLOCKSEO2015","random_effects_model",2011,44682,1,NA
"1799","POLLOCKSEO2015","random_effects_model",2012,46755,1,NA
"1800","POLLOCKSEO2015","random_effects_model",2013,48924,1,NA
"1801","POLLOCKSEO2015","random_effects_model",2014,46443,1,NA
"1802","POLLOCKSEO2015","random_effects_model",2015,44087,1,NA
"1803","POLLOCKSEO2015","random_effects_model",2016,44087,1,NA
"1804","POLLOCKSEO2015","random_effects_model",2017,44087,1,NA
"1805","POLLOCKSEO2015","GOA_trawl_biomass_mtons",1990,26101,1,NA
"1806","POLLOCKSEO2015","GOA_trawl_biomass_mtons",1993,12337,1,NA
"1807","POLLOCKSEO2015","GOA_trawl_biomass_mtons",1996,75596,1,NA
"1808","POLLOCKSEO2015","GOA_trawl_biomass_mtons",1999,31836,1,NA
"1809","POLLOCKSEO2015","GOA_trawl_biomass_mtons",2003,28979,1,NA
"1810","POLLOCKSEO2015","GOA_trawl_biomass_mtons",2005,26658,1,NA
"1811","POLLOCKSEO2015","GOA_trawl_biomass_mtons",2007,36901,1,NA
"1812","POLLOCKSEO2015","GOA_trawl_biomass_mtons",2009,41075,1,NA
"1813","POLLOCKSEO2015","GOA_trawl_biomass_mtons",2011,47885,1,NA
"1814","POLLOCKSEO2015","GOA_trawl_biomass_mtons",2013,66969,1,NA
"1815","POLLOCKSEO2015","GOA_trawl_biomass_mtons",2015,39879,1,NA
"1816","ATKAGOA2015","TOTALCATCH",1977,19455,1,NA
"1817","ATKAGOA2015","TOTALCATCH",1978,19588,1,NA
"1818","ATKAGOA2015","TOTALCATCH",1979,10949,1,NA
"1819","ATKAGOA2015","TOTALCATCH",1980,13166,1,NA
"1820","ATKAGOA2015","TOTALCATCH",1981,18727,1,NA
"1821","ATKAGOA2015","TOTALCATCH",1982,6760,1,NA
"1822","ATKAGOA2015","TOTALCATCH",1983,12260,1,NA
"1823","ATKAGOA2015","TOTALCATCH",1984,1153,1,NA
"1824","ATKAGOA2015","TOTALCATCH",1985,1848,1,NA
"1825","ATKAGOA2015","TOTALCATCH",1986,4,1,NA
"1826","ATKAGOA2015","TOTALCATCH",1987,1,1,NA
"1827","ATKAGOA2015","TOTALCATCH",1990,1416,1,NA
"1828","ATKAGOA2015","TOTALCATCH",1991,3258,1,NA
"1829","ATKAGOA2015","TOTALCATCH",1992,13834,1,NA
"1830","ATKAGOA2015","TOTALCATCH",1993,5146,1,NA
"1831","ATKAGOA2015","TOTALCATCH",1994,3538,1,NA
"1832","ATKAGOA2015","TOTALCATCH",1995,701,1,NA
"1833","ATKAGOA2015","TOTALCATCH",1996,1580,1,NA
"1834","ATKAGOA2015","TOTALCATCH",1997,331,1,NA
"1835","ATKAGOA2015","TOTALCATCH",1998,317,1,NA
"1836","ATKAGOA2015","TOTALCATCH",1999,262,1,NA
"1837","ATKAGOA2015","TOTALCATCH",2000,170,1,NA
"1838","ATKAGOA2015","TOTALCATCH",2001,76,1,NA
"1839","ATKAGOA2015","TOTALCATCH",2002,85,1,NA
"1840","ATKAGOA2015","TOTALCATCH",2003,583,1,NA
"1841","ATKAGOA2015","TOTALCATCH",2004,819,1,NA
"1842","ATKAGOA2015","TOTALCATCH",2005,799,1,NA
"1843","ATKAGOA2015","TOTALCATCH",2006,876,1,NA
"1844","ATKAGOA2015","TOTALCATCH",2007,1459,1,NA
"1845","ATKAGOA2015","TOTALCATCH",2008,2109,1,NA
"1846","ATKAGOA2015","TOTALCATCH",2009,2223,1,NA
"1847","ATKAGOA2015","TOTALCATCH",2010,2405,1,NA
"1848","ATKAGOA2015","TOTALCATCH",2011,1615,1,NA
"1849","ATKAGOA2015","TOTALCATCH",2012,1188,1,NA
"1850","ATKAGOA2015","TOTALCATCH",2013,1277,1,NA
"1851","ATKAGOA2015","TOTALCATCH",2014,1042,1,NA
"1852","THORNYGOA2016","GOA_trawl_biomass_mtons",2005,98266,1,NA
"1853","THORNYGOA2016","GOA_trawl_biomass_mtons",2007,89208,1,NA
"1854","THORNYGOA2016","GOA_trawl_biomass_mtons",2009,82911,1,NA
"1855","THORNYGOA2016","GOA_trawl_biomass_mtons",2011,64322,1,NA
"1856","THORNYGOA2016","GOA_trawl_biomass_mtons",2013,70272,1,NA
"1857","THORNYGOA2016","GOA_trawl_biomass_mtons",2015,94787,1,NA
"1858","DUSKYGOA2016","GOA_trawl_biomass_mtons",1984,20633,1,NA
"1859","DUSKYGOA2016","GOA_trawl_biomass_mtons",1987,34846,1,NA
"1860","DUSKYGOA2016","GOA_trawl_biomass_mtons",1990,11919,1,NA
"1861","DUSKYGOA2016","GOA_trawl_biomass_mtons",1993,31008,1,NA
"1862","DUSKYGOA2016","GOA_trawl_biomass_mtons",1996,32524,1,NA
"1863","DUSKYGOA2016","GOA_trawl_biomass_mtons",1999,29221,1,NA
"1864","DUSKYGOA2016","GOA_trawl_biomass_mtons",2001,39115,1,NA
"1865","DUSKYGOA2016","GOA_trawl_biomass_mtons",2003,44795,1,NA
"1866","DUSKYGOA2016","GOA_trawl_biomass_mtons",2005,63605,1,NA
"1867","DUSKYGOA2016","GOA_trawl_biomass_mtons",2007,43638,1,NA
"1868","DUSKYGOA2016","GOA_trawl_biomass_mtons",2009,34311,1,NA
"1869","DUSKYGOA2016","GOA_trawl_biomass_mtons",2011,39800,1,NA
"1870","DUSKYGOA2016","GOA_trawl_biomass_mtons",2013,53927,1,NA
"1871","DUSKYGOA2016","GOA_trawl_biomass_mtons",2015,52304,1,NA
"1872","BLACKSPOTTEDGOA2016","GOA_trawl_biomass_mtons",1984,45091,1,NA
"1873","BLACKSPOTTEDGOA2016","GOA_trawl_biomass_mtons",1987,43681,1,NA
"1874","BLACKSPOTTEDGOA2016","GOA_trawl_biomass_mtons",1990,44837,1,NA
"1875","BLACKSPOTTEDGOA2016","GOA_trawl_biomass_mtons",1993,61863,1,NA
"1876","BLACKSPOTTEDGOA2016","GOA_trawl_biomass_mtons",1996,45913,1,NA
"1877","BLACKSPOTTEDGOA2016","GOA_trawl_biomass_mtons",1999,39560,1,NA
"1878","BLACKSPOTTEDGOA2016","GOA_trawl_biomass_mtons",2003,43202,1,NA
"1879","BLACKSPOTTEDGOA2016","GOA_trawl_biomass_mtons",2005,47875,1,NA
"1880","BLACKSPOTTEDGOA2016","GOA_trawl_biomass_mtons",2007,59889,1,NA
"1881","BLACKSPOTTEDGOA2016","GOA_trawl_biomass_mtons",2009,50774,1,NA
"1882","BLACKSPOTTEDGOA2016","GOA_trawl_biomass_mtons",2011,44115,1,NA
"1883","BLACKSPOTTEDGOA2016","GOA_trawl_biomass_mtons",2013,27581,1,NA
"1884","BLACKSPOTTEDGOA2016","GOA_trawl_biomass_mtons",2015,34553,1,NA
"1885","NROCKSOLEBSAI2015","EBS_trawl_biomass_mtons",2000,2080730,1,NA
"1886","NROCKSOLEBSAI2015","EBS_trawl_biomass_mtons",2001,2344160,1,NA
"1887","NROCKSOLEBSAI2015","EBS_trawl_biomass_mtons",2002,1883590,1,NA
"1888","NROCKSOLEBSAI2015","EBS_trawl_biomass_mtons",2003,2111310,1,NA
"1889","NROCKSOLEBSAI2015","EBS_trawl_biomass_mtons",2004,2196170,1,NA
"1890","NROCKSOLEBSAI2015","EBS_trawl_biomass_mtons",2005,2121080,1,NA
