"","STOCKJOIN","SERIESNAME","SERIESYEAR","SERIESAMT","AMT_MULTIPLIER","AMT_VARIANCE"
"1","YFINBSAI2015","EBS_trawl_biomass_mtons",1982,3509130,1,NA
"2","YFINBSAI2015","EBS_trawl_biomass_mtons",1983,3672420,1,NA
"3","YFINBSAI2015","EBS_trawl_biomass_mtons",1984,3341320,1,NA
"4","YFINBSAI2015","EBS_trawl_biomass_mtons",1985,2398080,1,NA
"5","YFINBSAI2015","EBS_trawl_biomass_mtons",1986,2031600,1,NA
"6","YFINBSAI2015","EBS_trawl_biomass_mtons",1987,2511840,1,NA
"7","YFINBSAI2015","EBS_trawl_biomass_mtons",1988,2180750,1,NA
"8","YFINBSAI2015","EBS_trawl_biomass_mtons",1989,2313620,1,NA
"9","YFINBSAI2015","EBS_trawl_biomass_mtons",1990,2179610,1,NA
"10","YFINBSAI2015","EBS_trawl_biomass_mtons",1991,2391860,1,NA
"11","YFINBSAI2015","EBS_trawl_biomass_mtons",1992,2201520,1,NA
"12","YFINBSAI2015","EBS_trawl_biomass_mtons",1993,2468430,1,NA
"13","YFINBSAI2015","EBS_trawl_biomass_mtons",1994,2597190,1,NA
"14","YFINBSAI2015","EBS_trawl_biomass_mtons",1995,2012400,1,NA
"15","YFINBSAI2015","EBS_trawl_biomass_mtons",1996,2216500,1,NA
"16","YFINBSAI2015","EBS_trawl_biomass_mtons",1997,2161400,1,NA
"17","YFINBSAI2015","EBS_trawl_biomass_mtons",1998,2210180,1,NA
"18","YFINBSAI2015","EBS_trawl_biomass_mtons",1999,1257180,1,NA
"19","YFINBSAI2015","EBS_trawl_biomass_mtons",2000,1589780,1,NA
"20","YFINBSAI2015","EBS_trawl_biomass_mtons",2001,1679520,1,NA
"21","YFINBSAI2015","EBS_trawl_biomass_mtons",2002,1910070,1,NA
"22","YFINBSAI2015","EBS_trawl_biomass_mtons",2003,2158130,1,NA
"23","YFINBSAI2015","EBS_trawl_biomass_mtons",2004,2542070,1,NA
"24","YFINBSAI2015","EBS_trawl_biomass_mtons",2005,2820840,1,NA
"25","YFINBSAI2015","EBS_trawl_biomass_mtons",2006,2132480,1,NA
"26","YFINBSAI2015","EBS_trawl_biomass_mtons",2007,2153090,1,NA
"27","YFINBSAI2015","EBS_trawl_biomass_mtons",2008,2099670,1,NA
"28","YFINBSAI2015","EBS_trawl_biomass_mtons",2009,1739430,1,NA
"29","YFINBSAI2015","EBS_trawl_biomass_mtons",2010,2368260,1,NA
"30","YFINBSAI2015","EBS_trawl_biomass_mtons",2011,2403220,1,NA
"31","YFINBSAI2015","EBS_trawl_biomass_mtons",2012,1951410,1,NA
"32","YFINBSAI2015","EBS_trawl_biomass_mtons",2013,2279020,1,NA
"33","YFINBSAI2015","EBS_trawl_biomass_mtons",2014,2512260,1,NA
"34","ATFBSAI2015","EBS_trawl_biomass_mtons",1982,69990,1,NA
"35","ATFBSAI2015","EBS_trawl_biomass_mtons",1983,110643,1,NA
"36","ATFBSAI2015","EBS_trawl_biomass_mtons",1984,160396,1,NA
"37","ATFBSAI2015","EBS_trawl_biomass_mtons",1985,163637,1,NA
"38","ATFBSAI2015","EBS_trawl_biomass_mtons",1986,229865,1,NA
"39","ATFBSAI2015","EBS_trawl_biomass_mtons",1987,294710,1,NA
"40","ATFBSAI2015","EBS_trawl_biomass_mtons",1988,310933,1,NA
"41","ATFBSAI2015","EBS_trawl_biomass_mtons",1989,374317,1,NA
"42","ATFBSAI2015","EBS_trawl_biomass_mtons",1990,435211,1,NA
"43","ATFBSAI2015","EBS_trawl_biomass_mtons",1991,336457,1,NA
"44","ATFBSAI2015","EBS_trawl_biomass_mtons",1992,421985,1,NA
"45","ATFBSAI2015","EBS_trawl_biomass_mtons",1993,542827,1,NA
"46","ATFBSAI2015","EBS_trawl_biomass_mtons",1994,570835,1,NA
"47","ATFBSAI2015","EBS_trawl_biomass_mtons",1995,475339,1,NA
"48","ATFBSAI2015","EBS_trawl_biomass_mtons",1996,552269,1,NA
"49","ATFBSAI2015","EBS_trawl_biomass_mtons",1997,482684,1,NA
"50","ATFBSAI2015","EBS_trawl_biomass_mtons",1998,369118,1,NA
"51","ATFBSAI2015","EBS_trawl_biomass_mtons",1999,258809,1,NA
"52","ATFBSAI2015","EBS_trawl_biomass_mtons",2000,336163,1,NA
"53","ATFBSAI2015","EBS_trawl_biomass_mtons",2001,409306,1,NA
"54","ATFBSAI2015","EBS_trawl_biomass_mtons",2002,356665,1,NA
"55","ATFBSAI2015","EBS_trawl_biomass_mtons",2003,543569,1,NA
"56","ATFBSAI2015","EBS_trawl_biomass_mtons",2004,549338,1,NA
"57","ATFBSAI2015","EBS_trawl_biomass_mtons",2005,772988,1,NA
"58","ATFBSAI2015","EBS_trawl_biomass_mtons",2006,670132,1,NA
"59","ATFBSAI2015","EBS_trawl_biomass_mtons",2007,547496,1,NA
"60","ATFBSAI2015","EBS_trawl_biomass_mtons",2008,588342,1,NA
"61","ATFBSAI2015","EBS_trawl_biomass_mtons",2009,456371,1,NA
"62","ATFBSAI2015","EBS_trawl_biomass_mtons",2010,586954,1,NA
"63","ATFBSAI2015","EBS_trawl_biomass_mtons",2011,568200,1,NA
"64","ATFBSAI2015","EBS_trawl_biomass_mtons",2012,445736,1,NA
"65","ATFBSAI2015","EBS_trawl_biomass_mtons",2013,405509,1,NA
"66","ATFBSAI2015","EBS_trawl_biomass_mtons",2014,465616,1,NA
"67","ATFBSAI2015","EBS_trawl_biomass_mtons",2015,409243,1,NA
"68","ATFBSAI2015","BS_slope_trawl_biomass_mtons",1979,36700,1,NA
"69","ATFBSAI2015","BS_slope_trawl_biomass_mtons",1981,34900,1,NA
"70","ATFBSAI2015","BS_slope_trawl_biomass_mtons",1982,24700,1,NA
"71","ATFBSAI2015","BS_slope_trawl_biomass_mtons",1985,74400,1,NA
"72","ATFBSAI2015","BS_slope_trawl_biomass_mtons",1988,30600,1,NA
"73","ATFBSAI2015","BS_slope_trawl_biomass_mtons",1991,28400,1,NA
"74","ATFBSAI2015","BS_slope_trawl_biomass_mtons",2002,61153,1,NA
"75","ATFBSAI2015","BS_slope_trawl_biomass_mtons",2004,68568,1,NA
"76","ATFBSAI2015","BS_slope_trawl_biomass_mtons",2008,96248,1,NA
"77","ATFBSAI2015","BS_slope_trawl_biomass_mtons",2010,74065,1,NA
"78","ATFBSAI2015","BS_slope_trawl_biomass_mtons",2012,73676,1,NA
"79","ATFBSAI2015","AI_trawl_biomass_mtons",1980,16500,1,NA
"80","ATFBSAI2015","AI_trawl_biomass_mtons",1983,24465,1,NA
"81","ATFBSAI2015","AI_trawl_biomass_mtons",1986,110476,1,NA
"82","ATFBSAI2015","AI_trawl_biomass_mtons",1991,21897,1,NA
"83","ATFBSAI2015","AI_trawl_biomass_mtons",1994,58191,1,NA
"84","ATFBSAI2015","AI_trawl_biomass_mtons",1997,73893,1,NA
"85","ATFBSAI2015","AI_trawl_biomass_mtons",2000,65028,1,NA
"86","ATFBSAI2015","AI_trawl_biomass_mtons",2002,88750,1,NA
"87","ATFBSAI2015","AI_trawl_biomass_mtons",2004,94998,1,NA
"88","ATFBSAI2015","AI_trawl_biomass_mtons",2006,183836,1,NA
"89","ATFBSAI2015","AI_trawl_biomass_mtons",2010,80060,1,NA
"90","ATFBSAI2015","AI_trawl_biomass_mtons",2012,60371,1,NA
"91","ATFBSAI2015","AI_trawl_biomass_mtons",2014,75958,1,NA
"92","ATFGOA2015","GOA_trawl_biomass_mtons",1961,283799,1,NA
"93","ATFGOA2015","GOA_trawl_biomass_mtons",1975,145744,1,NA
"94","ATFGOA2015","GOA_trawl_biomass_mtons",1984,1112215,1,NA
"95","ATFGOA2015","GOA_trawl_biomass_mtons",1987,931598,1,NA
"96","ATFGOA2015","GOA_trawl_biomass_mtons",1990,1907177,1,NA
"97","ATFGOA2015","GOA_trawl_biomass_mtons",1993,1551657,1,NA
"98","ATFGOA2015","GOA_trawl_biomass_mtons",1996,1639632,1,NA
"99","ATFGOA2015","GOA_trawl_biomass_mtons",1999,1262151,1,NA
"100","ATFGOA2015","GOA_trawl_biomass_mtons",2001,1621892,1,NA
"101","ATFGOA2015","GOA_trawl_biomass_mtons",2003,2819095,1,NA
"102","YFINBSAI2015","EBS_trawl_biomass_mtons",2015,1932350,1,NA
"103","ATKABSAI2015","AI_trawl_relative_biomass",1991,708299,1,NA
"104","ATKABSAI2015","AI_trawl_relative_biomass",1994,686007,1,NA
"105","ATKABSAI2015","AI_trawl_relative_biomass",1997,461997,1,NA
"106","ATKABSAI2015","AI_trawl_relative_biomass",2000,514332,1,NA
"107","ATKABSAI2015","AI_trawl_relative_biomass",2002,836195,1,NA
"108","ATKABSAI2015","AI_trawl_relative_biomass",2004,1157084,1,NA
"109","ATKABSAI2015","AI_trawl_relative_biomass",2006,741358,1,NA
"110","ATKABSAI2015","AI_trawl_relative_biomass",2010,930252,1,NA
"111","ATKABSAI2015","AI_trawl_relative_biomass",2012,276877,1,NA
"112","ATKABSAI2015","AI_trawl_relative_biomass",2014,723928,1,NA
"113","POLLOCKEBS2015","EBS_trawl_relative_numbers",1982,12819,1,NA
"114","POLLOCKEBS2015","EBS_trawl_relative_numbers",1983,15927,1,NA
"115","POLLOCKEBS2015","EBS_trawl_relative_numbers",1984,10877,1,NA
"116","POLLOCKEBS2015","EBS_trawl_relative_numbers",1985,15166,1,NA
"117","POLLOCKEBS2015","EBS_trawl_relative_numbers",1986,9998,1,NA
"118","POLLOCKEBS2015","EBS_trawl_relative_numbers",1987,12859,1,NA
"119","POLLOCKEBS2015","EBS_trawl_relative_numbers",1988,18892,1,NA
"120","POLLOCKEBS2015","EBS_trawl_relative_numbers",1989,15758,1,NA
"121","POLLOCKEBS2015","EBS_trawl_relative_numbers",1990,15785,1,NA
"122","POLLOCKEBS2015","EBS_trawl_relative_numbers",1991,8480,1,NA
"123","POLLOCKEBS2015","EBS_trawl_relative_numbers",1992,8325,1,NA
"124","POLLOCKEBS2015","EBS_trawl_relative_numbers",1993,10213,1,NA
"125","POLLOCKEBS2015","EBS_trawl_relative_numbers",1994,10043,1,NA
"126","POLLOCKEBS2015","EBS_trawl_relative_numbers",1995,13415,1,NA
"127","POLLOCKEBS2015","EBS_trawl_relative_numbers",1996,6214,1,NA
"128","POLLOCKEBS2015","EBS_trawl_relative_numbers",1997,8496,1,NA
"129","POLLOCKEBS2015","EBS_trawl_relative_numbers",1998,6296,1,NA
"130","POLLOCKEBS2015","EBS_trawl_relative_numbers",1999,9138,1,NA
"131","POLLOCKEBS2015","EBS_trawl_relative_numbers",2000,11306,1,NA
"132","POLLOCKEBS2015","EBS_trawl_relative_numbers",2001,8144,1,NA
"133","PCODEBS2015","EBS_trawl_biomass_mtons",1983,1187096,1,NA
"134","PCODEBS2015","EBS_trawl_biomass_mtons",1984,1013558,1,NA
"135","PCODEBS2015","EBS_trawl_biomass_mtons",1985,1001112,1,NA
"136","PCODEBS2015","EBS_trawl_biomass_mtons",1986,1118006,1,NA
"137","PCODEBS2015","EBS_trawl_biomass_mtons",1987,1027518,1,NA
"138","PCODEBS2015","EBS_trawl_biomass_mtons",1988,960962,1,NA
"139","PCODEBS2015","EBS_trawl_biomass_mtons",1989,833473,1,NA
"140","PCODEBS2015","EBS_trawl_biomass_mtons",1990,691256,1,NA
"141","PCODEBS2015","EBS_trawl_biomass_mtons",1991,514407,1,NA
"142","PCODEBS2015","EBS_trawl_biomass_mtons",1992,529049,1,NA
"143","PCODEBS2015","EBS_trawl_biomass_mtons",1993,663308,1,NA
"144","PCODEBS2015","EBS_trawl_biomass_mtons",1994,1360790,1,NA
"145","PCODEBS2015","EBS_trawl_biomass_mtons",1995,1002961,1,NA
"146","PCODEBS2015","EBS_trawl_biomass_mtons",1996,889366,1,NA
"147","PCODEBS2015","EBS_trawl_biomass_mtons",1997,604439,1,NA
"148","PCODEBS2015","EBS_trawl_biomass_mtons",1998,534150,1,NA
"149","PCODEBS2015","EBS_trawl_biomass_mtons",1999,569765,1,NA
"150","PCODEBS2015","EBS_trawl_biomass_mtons",2000,531171,1,NA
"151","PCODEBS2015","EBS_trawl_biomass_mtons",2001,811816,1,NA
"152","PCODEBS2015","EBS_trawl_biomass_mtons",2002,584565,1,NA
"153","PCODEBS2015","EBS_trawl_biomass_mtons",2003,590973,1,NA
"154","PCODEBS2015","EBS_trawl_biomass_mtons",2004,562309,1,NA
"155","PCODEBS2015","EBS_trawl_biomass_mtons",2005,606050,1,NA
"156","PCODEBS2015","EBS_trawl_biomass_mtons",2006,517698,1,NA
"157","PCODEBS2015","EBS_trawl_biomass_mtons",2007,423704,1,NA
"158","PCODEBS2015","EBS_trawl_biomass_mtons",2008,403125,1,NA
"159","PCODEBS2015","EBS_trawl_biomass_mtons",2009,421291,1,NA
"160","PCODEBS2015","EBS_trawl_biomass_mtons",2010,860210,1,NA
"161","PCODEBS2015","EBS_trawl_biomass_mtons",2011,896039,1,NA
"162","PCODEBS2015","EBS_trawl_biomass_mtons",2012,890665,1,NA
"163","PCODEBS2015","EBS_trawl_biomass_mtons",2013,791958,1,NA
"164","PCODEBS2015","EBS_trawl_biomass_mtons",2014,1079712,1,NA
"165","PCODEBS2015","EBS_trawl_biomass_mtons",2015,1102261,1,NA
"166","TANNEREBS2015","TWLCRABBYCATCH",2014,339,1,NA
"167","TANNEREBS2015","TWLCRABBYCATCH",2015,NA,1,NA
"168","TANNEREBS2015","EBS_trawl_biomass_mtons",1975,336701,1,NA
"169","TANNEREBS2015","EBS_trawl_biomass_mtons",1976,195247,1,NA
"170","TANNEREBS2015","EBS_trawl_biomass_mtons",1977,191809,1,NA
"171","TANNEREBS2015","EBS_trawl_biomass_mtons",1978,132385,1,NA
"172","TANNEREBS2015","EBS_trawl_biomass_mtons",1979,73702,1,NA
"173","TANNEREBS2015","EBS_trawl_biomass_mtons",1980,230624,1,NA
"174","TANNEREBS2015","EBS_trawl_biomass_mtons",1981,124690,1,NA
"175","TANNEREBS2015","EBS_trawl_biomass_mtons",1982,132135,1,NA
"176","TANNEREBS2015","EBS_trawl_biomass_mtons",1983,61001,1,NA
"177","TANNEREBS2015","EBS_trawl_biomass_mtons",1984,47765,1,NA
"178","TANNEREBS2015","EBS_trawl_biomass_mtons",1985,21548,1,NA
"179","TANNEREBS2015","EBS_trawl_biomass_mtons",1986,27794,1,NA
"180","TANNEREBS2015","EBS_trawl_biomass_mtons",1987,65823,1,NA
"181","TANNEREBS2015","EBS_trawl_biomass_mtons",1988,134902,1,NA
"182","TANNEREBS2015","EBS_trawl_biomass_mtons",1989,164136,1,NA
"183","TANNEREBS2015","EBS_trawl_biomass_mtons",1990,180512,1,NA
"184","TANNEREBS2015","EBS_trawl_biomass_mtons",1991,198237,1,NA
"185","TANNEREBS2015","EBS_trawl_biomass_mtons",1992,156272,1,NA
"186","TANNEREBS2015","EBS_trawl_biomass_mtons",1993,86127,1,NA
"187","TANNEREBS2015","EBS_trawl_biomass_mtons",1994,59742,1,NA
"188","TANNEREBS2015","EBS_trawl_biomass_mtons",1995,48853,1,NA
"189","TANNEREBS2015","EBS_trawl_biomass_mtons",1996,42092,1,NA
"190","TANNEREBS2015","EBS_trawl_biomass_mtons",1997,19554,1,NA
"191","TANNEREBS2015","EBS_trawl_biomass_mtons",1998,19305,1,NA
"192","TANNEREBS2015","EBS_trawl_biomass_mtons",1999,28389,1,NA
"193","TANNEREBS2015","EBS_trawl_biomass_mtons",2000,30001,1,NA
"194","TANNEREBS2015","EBS_trawl_biomass_mtons",2001,40255,1,NA
"195","TANNEREBS2015","EBS_trawl_biomass_mtons",2002,37401,1,NA
"196","TANNEREBS2015","EBS_trawl_biomass_mtons",2003,50946,1,NA
"197","TANNEREBS2015","EBS_trawl_biomass_mtons",2004,49111,1,NA
"198","TANNEREBS2015","EBS_trawl_biomass_mtons",2005,85953,1,NA
"199","TANNEREBS2015","EBS_trawl_biomass_mtons",2006,129931,1,NA
"200","TANNEREBS2015","EBS_trawl_biomass_mtons",2007,123388,1,NA
"201","TANNEREBS2015","EBS_trawl_biomass_mtons",2008,99448,1,NA
"202","TANNEREBS2015","EBS_trawl_biomass_mtons",2009,58606,1,NA
"203","TANNEREBS2015","EBS_trawl_biomass_mtons",2010,58387,1,NA
"204","TANNEREBS2015","EBS_trawl_biomass_mtons",2011,78610,1,NA
"205","TANNEREBS2015","EBS_trawl_biomass_mtons",2012,104570,1,NA
"206","TANNEREBS2015","EBS_trawl_biomass_mtons",2013,127938,1,NA
"207","TANNEREBS2015","EBS_trawl_biomass_mtons",2014,126437,1,NA
"208","TANNEREBS2015","EBS_trawl_biomass_mtons",2015,87203,1,NA
"209","OROCKGOA2015","random_effects_model",1991,95708,1,NA
"210","OROCKGOA2015","random_effects_model",1992,91055,1,NA
"211","OROCKGOA2015","random_effects_model",1993,88194,1,NA
"212","OROCKGOA2015","random_effects_model",1994,95257,1,NA
"213","OROCKGOA2015","random_effects_model",1995,107520,1,NA
"214","OROCKGOA2015","random_effects_model",1996,127076,1,NA
"215","OROCKGOA2015","random_effects_model",1997,113647,1,NA
"216","OROCKGOA2015","random_effects_model",1998,107028,1,NA
"217","OROCKGOA2015","random_effects_model",1999,105751,1,NA
"218","OROCKGOA2015","random_effects_model",2000,95302,1,NA
"219","OROCKGOA2015","random_effects_model",2001,87988,1,NA
"220","OROCKGOA2015","random_effects_model",2002,80934,1,NA
"221","OROCKGOA2015","random_effects_model",2003,76033,1,NA
"222","OROCKGOA2015","random_effects_model",2004,78202,1,NA
"223","OROCKGOA2015","random_effects_model",2005,96631,1,NA
"224","OROCKGOA2015","random_effects_model",2006,80764,1,NA
"225","OROCKGOA2015","random_effects_model",2007,72951,1,NA
"226","OROCKGOA2015","random_effects_model",2008,52228,1,NA
"227","OROCKGOA2015","random_effects_model",2009,38477,1,NA
"228","OROCKGOA2015","random_effects_model",2010,66383,1,NA
"229","OROCKGOA2015","random_effects_model",2011,129002,1,NA
"230","OROCKGOA2015","random_effects_model",2012,85952,1,NA
"231","OROCKGOA2015","random_effects_model",2013,63646,1,NA
"232","OROCKGOA2015","random_effects_model",2014,79821,1,NA
"233","OROCKGOA2015","random_effects_model",2015,104827,1,NA
"234","OROCKGOA2015","GOA_trawl_biomass_mtons",1984,22349,1,NA
"235","OROCKGOA2015","GOA_trawl_biomass_mtons",1987,187584,1,NA
"236","OROCKGOA2015","GOA_trawl_biomass_mtons",1990,103282,1,NA
"237","OROCKGOA2015","GOA_trawl_biomass_mtons",1993,89481,1,NA
"238","OROCKGOA2015","GOA_trawl_biomass_mtons",1996,131111,1,NA
"239","OROCKGOA2015","GOA_trawl_biomass_mtons",1999,106884,1,NA
"240","PCODEBS2015","EBS_trawl_biomass_mtons",1982,1013061,1,NA
"241","OROCKGOA2015","GOA_trawl_biomass_mtons",2001,105410,1,NA
"242","OROCKGOA2015","GOA_trawl_biomass_mtons",2003,75923,1,NA
"243","DEEPFLATGOA2015","TOTALCATCH",1978,56,1,NA
"244","DEEPFLATGOA2015","TOTALCATCH",1979,29,1,NA
"245","DEEPFLATGOA2015","TOTALCATCH",1980,59,1,NA
"246","DEEPFLATGOA2015","TOTALCATCH",1981,16,1,NA
"247","DEEPFLATGOA2015","TOTALCATCH",1982,54,1,NA
"248","DEEPFLATGOA2015","TOTALCATCH",1983,156,1,NA
"249","DEEPFLATGOA2015","TOTALCATCH",1984,19,1,NA
"250","DEEPFLATGOA2015","TOTALCATCH",1985,3,1,NA
"251","DEEPFLATGOA2015","TOTALCATCH",1986,0,1,NA
"252","DEEPFLATGOA2015","TOTALCATCH",1987,44,1,NA
"253","DEEPFLATGOA2015","TOTALCATCH",1988,256,1,NA
"254","DEEPFLATGOA2015","TOTALCATCH",1989,56,1,NA
"255","DEEPFLATGOA2015","TOTALCATCH",1990,30,1,NA
"256","DEEPFLATGOA2015","TOTALCATCH",1991,448,1,NA
"257","DEEPFLATGOA2015","TOTALCATCH",1992,3015,1,NA
"258","DEEPFLATGOA2015","TOTALCATCH",1993,19,1,NA
"259","DEEPFLATGOA2015","TOTALCATCH",1994,21,1,NA
"260","DEEPFLATGOA2015","TOTALCATCH",1995,117,1,NA
"261","DEEPFLATGOA2015","TOTALCATCH",1996,15,1,NA
"262","DEEPFLATGOA2015","TOTALCATCH",1997,12,1,NA
"263","DEEPFLATGOA2015","TOTALCATCH",1998,56,1,NA
"264","DEEPFLATGOA2015","TOTALCATCH",1999,14,1,NA
"265","DEEPFLATGOA2015","TOTALCATCH",2000,24,1,NA
"266","DEEPFLATGOA2015","TOTALCATCH",2001,4,1,NA
"267","DEEPFLATGOA2015","TOTALCATCH",2002,5,1,NA
"268","DEEPFLATGOA2015","TOTALCATCH",2003,10,1,NA
"269","DEEPFLATGOA2015","TOTALCATCH",2004,2,1,NA
"270","DEEPFLATGOA2015","TOTALCATCH",2005,5,1,NA
"271","DEEPFLATGOA2015","TOTALCATCH",2006,15,1,NA
"272","DEEPFLATGOA2015","TOTALCATCH",2007,1,1,NA
"273","DEEPFLATGOA2015","TOTALCATCH",2008,5,1,NA
"274","DEEPFLATGOA2015","TOTALCATCH",2009,7,1,NA
"275","DEEPFLATGOA2015","TOTALCATCH",2010,0,1,NA
"276","DEEPFLATGOA2015","TOTALCATCH",2011,0,1,NA
"277","DEEPFLATGOA2015","TOTALCATCH",2012,0,1,NA
"278","DEEPFLATGOA2015","TOTALCATCH",2013,1,1,NA
"279","DEEPFLATGOA2015","TOTALCATCH",2014,31,1,NA
"280","SHARKGOA2015","random_effects_model",2014,73794,1,NA
"281","SHARKGOA2015","random_effects_model",2015,56181,1,NA
"282","SHARKGOA2015","GOA_trawl_biomass_mtons",1984,10143,1,NA
"283","SHARKGOA2015","GOA_trawl_biomass_mtons",1987,10107,1,NA
"284","SHARKGOA2015","GOA_trawl_biomass_mtons",1990,18948,1,NA
"285","SHARKGOA2015","GOA_trawl_biomass_mtons",1993,33645,1,NA
"286","SHARKGOA2015","GOA_trawl_biomass_mtons",1996,28478,1,NA
"287","SHARKGOA2015","GOA_trawl_biomass_mtons",1999,31743,1,NA
"288","SHARKGOA2015","GOA_trawl_biomass_mtons",2001,31774,1,NA
"289","SHARKGOA2015","GOA_trawl_biomass_mtons",2003,98744,1,NA
"290","SHARKGOA2015","GOA_trawl_biomass_mtons",2005,47939,1,NA
"291","SHARKGOA2015","GOA_trawl_biomass_mtons",2007,162759,1,NA
"292","SHARKGOA2015","GOA_trawl_biomass_mtons",2009,27880,1,NA
"293","SHARKGOA2015","GOA_trawl_biomass_mtons",2011,41093,1,NA
"294","SHARKGOA2015","GOA_trawl_biomass_mtons",2013,160384,1,NA
"295","SHARKGOA2015","GOA_trawl_biomass_mtons",2015,51916,1,NA
"296","SHORTRAKERGOA2015","TOTALCATCH",1993,1932,1,NA
"297","SHORTRAKERGOA2015","TOTALCATCH",1994,1832,1,NA
"298","SHORTRAKERGOA2015","TOTALCATCH",1995,2250,1,NA
"299","SHORTRAKERGOA2015","TOTALCATCH",1996,1661,1,NA
"300","SHORTRAKERGOA2015","TOTALCATCH",1997,1609,1,NA
"301","SHORTRAKERGOA2015","TOTALCATCH",1998,1734,1,NA
"302","SHORTRAKERGOA2015","TOTALCATCH",1999,1311,1,NA
"303","SHORTRAKERGOA2015","TOTALCATCH",2000,1745,1,NA
"304","SHORTRAKERGOA2015","TOTALCATCH",2001,1976,1,NA
"305","SHORTRAKERGOA2015","TOTALCATCH",2002,1323,1,NA
"306","SHORTRAKERGOA2015","TOTALCATCH",2003,1402,1,NA
"307","SHORTRAKERGOA2015","TOTALCATCH",2004,997,1,NA
"308","SHORTRAKERGOA2015","TOTALCATCH",2005,498,1,NA
"309","SHORTRAKERGOA2015","TOTALCATCH",2006,664,1,NA
"310","SHORTRAKERGOA2015","TOTALCATCH",2007,608,1,NA
"311","SHORTRAKERGOA2015","TOTALCATCH",2008,598,1,NA
"312","SHORTRAKERGOA2015","TOTALCATCH",2009,588,1,NA
"313","SHORTRAKERGOA2015","TOTALCATCH",2010,457,1,NA
"314","SHORTRAKERGOA2015","TOTALCATCH",2011,522,1,NA
"315","SHORTRAKERGOA2015","TOTALCATCH",2012,690,1,NA
"316","SHORTRAKERGOA2015","TOTALCATCH",2013,731,1,NA
"317","SHORTRAKERGOA2015","TOTALCATCH",2014,685,1,NA
"318","SHORTRAKERGOA2015","random_effects_model",1984,18044,1,NA
"319","SHORTRAKERGOA2015","random_effects_model",1985,19016,1,NA
"320","SHORTRAKERGOA2015","random_effects_model",1986,20258,1,NA
"321","SHORTRAKERGOA2015","random_effects_model",1987,21815,1,NA
"322","SHORTRAKERGOA2015","random_effects_model",1988,20209,1,NA
"323","SHORTRAKERGOA2015","random_effects_model",1989,18820,1,NA
"324","SHORTRAKERGOA2015","random_effects_model",1990,17621,1,NA
"325","SHORTRAKERGOA2015","random_effects_model",1991,18209,1,NA
"326","SHORTRAKERGOA2015","random_effects_model",1992,18828,1,NA
"327","SHORTRAKERGOA2015","random_effects_model",1993,19482,1,NA
"328","SHORTRAKERGOA2015","random_effects_model",1994,20185,1,NA
"329","SHORTRAKERGOA2015","random_effects_model",1995,20929,1,NA
"330","SHORTRAKERGOA2015","random_effects_model",1996,21714,1,NA
"331","SHORTRAKERGOA2015","random_effects_model",1997,23645,1,NA
"332","SHORTRAKERGOA2015","random_effects_model",1998,25764,1,NA
"333","SHORTRAKERGOA2015","random_effects_model",1999,28089,1,NA
"334","SHORTRAKERGOA2015","random_effects_model",2000,29762,1,NA
"335","SHORTRAKERGOA2015","random_effects_model",2001,31589,1,NA
"336","SHORTRAKERGOA2015","random_effects_model",2002,33574,1,NA
"337","SHORTRAKERGOA2015","random_effects_model",2003,35723,1,NA
"338","SHORTRAKERGOA2015","random_effects_model",2004,36629,1,NA
"339","SHORTRAKERGOA2015","random_effects_model",2005,37696,1,NA
"340","SHORTRAKERGOA2015","random_effects_model",2006,36933,1,NA
"341","SHORTRAKERGOA2015","random_effects_model",2007,36398,1,NA
"342","SHORTRAKERGOA2015","random_effects_model",2008,37992,1,NA
"343","SHORTRAKERGOA2015","random_effects_model",2009,39732,1,NA
"344","SHORTRAKERGOA2015","random_effects_model",2010,43357,1,NA
"345","SHORTRAKERGOA2015","random_effects_model",2011,47648,1,NA
"346","SHORTRAKERGOA2015","random_effects_model",2012,50317,1,NA
"347","SHORTRAKERGOA2015","random_effects_model",2013,53972,1,NA
"348","SHORTRAKERGOA2015","random_effects_model",2014,55529,1,NA
"349","SHORTRAKERGOA2015","random_effects_model",2015,57175,1,NA
"350","SHORTRAKERGOA2015","GOA_trawl_biomass_mtons",1984,18557,1,NA
"351","SHORTRAKERGOA2015","GOA_trawl_biomass_mtons",1987,42851,1,NA
"352","SHORTRAKERGOA2015","GOA_trawl_biomass_mtons",1990,12681,1,NA
"353","SHORTRAKERGOA2015","GOA_trawl_biomass_mtons",1993,19472,1,NA
"354","SHORTRAKERGOA2015","GOA_trawl_biomass_mtons",1996,20258,1,NA
"355","SHORTRAKERGOA2015","GOA_trawl_biomass_mtons",1999,28275,1,NA
"356","SHORTRAKERGOA2015","GOA_trawl_biomass_mtons",2001,27914,1,NA
"357","SHORTRAKERGOA2015","GOA_trawl_biomass_mtons",2003,42023,1,NA
"358","SHORTRAKERGOA2015","GOA_trawl_biomass_mtons",2005,42568,1,NA
"359","SHORTRAKERGOA2015","GOA_trawl_biomass_mtons",2007,35125,1,NA
"360","SHORTRAKERGOA2015","GOA_trawl_biomass_mtons",2009,44185,1,NA
"361","SHORTRAKERGOA2015","GOA_trawl_biomass_mtons",2011,64835,1,NA
"362","SHORTRAKERGOA2015","GOA_trawl_biomass_mtons",2013,67370,1,NA
"363","SHORTRAKERGOA2015","GOA_trawl_biomass_mtons",2015,62317,1,NA
